"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SAU","FDISTOCK","INWARD","PC_GDP","A","2012",27.117731129185,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2013",27.930518494197,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2014",28.641509146959,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2015",34.682525438393,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2016",36.193889547356,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2012",4.6814087916569,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2013",5.2802429869728,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2014",5.9295404968431,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2015",9.7911339997607,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2016",12.611978974608,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2012",26.377695123673,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2013",25.726594195764,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2014",25.005253101807,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2015",29.554355034107,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2016",31.029322725682,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2012",16.284640410442,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2013",14.977296688384,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2014",13.07658562986,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2015",14.019773652616,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2016",13.690434956137,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2012",41.145891193616,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2013",41.557011369577,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2014",39.707566180639,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2015",40.274060286132,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2012",28.1284548935,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2013",35.153118001629,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2014",41.742420601132,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2015",49.14766696369,
"EU","FDISTOCK","INWARD","PC_GDP","A","2012",44.222651866686,
"EU","FDISTOCK","INWARD","PC_GDP","A","2013",44.780055874734,
"EU","FDISTOCK","INWARD","PC_GDP","A","2014",41.791537324802,
"EU","FDISTOCK","INWARD","PC_GDP","A","2015",51.502797987263,
"EU","FDISTOCK","INWARD","PC_GDP","A","2016",50.33916642663,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2012",52.308651558707,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2013",52.488454195502,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2014",48.355861587506,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2015",60.238706127126,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2016",59.979793404412,
"G20","FDISTOCK","INWARD","PC_GDP","A","2012",24.254259591055,
"G20","FDISTOCK","INWARD","PC_GDP","A","2013",26.284561519549,
"G20","FDISTOCK","INWARD","PC_GDP","A","2014",26.442430688979,
"G20","FDISTOCK","INWARD","PC_GDP","A","2015",27.202565117658,
"G20","FDISTOCK","INWARD","PC_GDP","A","2016",28.881009666423,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2012",24.940005224195,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2013",27.369993818524,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2014",26.573367250309,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2015",27.496060388783,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2016",28.308662446243,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2012",30.590528604612,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2013",33.393025235989,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2014",33.315288710753,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2015",35.565664975966,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2016",36.958049319256,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2012",37.960286096647,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2013",41.254132438429,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2014",39.439568118418,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2015",41.716947974571,
"OECD","FDISTOCK","OUTWARD","PC_GDP","A","2016",42.393874307323,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2012",48.120589606543,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2013",52.74727462229,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2014",47.671217574869,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2015",54.565492106009,
"LVA","FDISTOCK","INWARD","PC_GDP","A","2016",51.489953629481,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2012",3.9588437106852,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2013",5.2884043700827,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2014",4.1045805076243,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2015",4.8180382841482,
"LVA","FDISTOCK","OUTWARD","PC_GDP","A","2016",4.9661907938495,
