GEO,TIME,UNIT,S_ADJ,NA_ITEM,Value
United Kingdom,2014Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services,158894.9
United Kingdom,2014Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services,160846.1
United Kingdom,2015Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services,162505.5
United Kingdom,2015Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services,161036.3
United Kingdom,2015Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services,167179.6
United Kingdom,2015Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services,167048.4
United Kingdom,2016Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services,164675.3
United Kingdom,2016Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services,170988
United Kingdom,2016Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services,171209.9
United Kingdom,1995Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,34031
United Kingdom,1995Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,37312
United Kingdom,1995Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,38805.3
United Kingdom,1995Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,37213.2
United Kingdom,1996Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,38147.4
United Kingdom,1996Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,40425.6
United Kingdom,1996Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,41424.9
United Kingdom,1996Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,41438.4
United Kingdom,1997Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,39829.4
United Kingdom,1997Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,44122
United Kingdom,1997Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,45835.4
United Kingdom,1997Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,45233.6
United Kingdom,1998Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,44655.3
United Kingdom,1998Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,48077.7
United Kingdom,1998Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,49955.1
United Kingdom,1998Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,48638
United Kingdom,1999Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,48202.4
United Kingdom,1999Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,50014.6
United Kingdom,1999Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,54329.7
United Kingdom,1999Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,53387.7
United Kingdom,2000Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,52163.8
United Kingdom,2000Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,54413.9
United Kingdom,2000Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,57729.7
United Kingdom,2000Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,56408.1
United Kingdom,2001Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,57482.7
United Kingdom,2001Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,59165.8
United Kingdom,2001Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,61560.8
United Kingdom,2001Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,59145.6
United Kingdom,2002Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,61744.9
United Kingdom,2002Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,65361.6
United Kingdom,2002Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,68124.9
United Kingdom,2002Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,64629.5
United Kingdom,2003Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,65527.8
United Kingdom,2003Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,64087.2
United Kingdom,2003Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,67461.3
United Kingdom,2003Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,66884.2
United Kingdom,2004Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,65994.9
United Kingdom,2004Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,68595.4
United Kingdom,2004Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,71512.5
United Kingdom,2004Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,71241.9
United Kingdom,2005Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,69817
United Kingdom,2005Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,74330.9
United Kingdom,2005Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,78650.4
United Kingdom,2005Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,77859.9
United Kingdom,2006Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,87535.5
United Kingdom,2006Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,91734.9
United Kingdom,2006Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,78206.9
United Kingdom,2006Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,74978.7
United Kingdom,2007Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,76904.4
United Kingdom,2007Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,77550
United Kingdom,2007Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,81905.5
United Kingdom,2007Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,78557.2
United Kingdom,2008Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,77742
United Kingdom,2008Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,78224.9
United Kingdom,2008Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,78356.2
United Kingdom,2008Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,69007.5
United Kingdom,2009Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,62903.7
United Kingdom,2009Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,65301
United Kingdom,2009Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,68952.5
United Kingdom,2009Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,69731.7
United Kingdom,2010Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,68297.8
United Kingdom,2010Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,71570.9
United Kingdom,2010Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,74536.3
United Kingdom,2010Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,73697.6
United Kingdom,2011Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,71887.6
United Kingdom,2011Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,71910
United Kingdom,2011Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,76361
United Kingdom,2011Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,74975.4
United Kingdom,2012Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,75290.9
United Kingdom,2012Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,75906.2
United Kingdom,2012Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,78806.5
United Kingdom,2012Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,76981.9
United Kingdom,2013Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,76134.1
United Kingdom,2013Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,79469
United Kingdom,2013Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,83475.3
United Kingdom,2013Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,81905.5
United Kingdom,2014Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,82353.5
United Kingdom,2014Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,82001
United Kingdom,2014Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,85954.5
United Kingdom,2014Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,84575.6
United Kingdom,2015Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,86860.6
United Kingdom,2015Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,87114.4
United Kingdom,2015Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,90134.8
United Kingdom,2015Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,89133.3
United Kingdom,2016Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,89136.6
United Kingdom,2016Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,92702.8
United Kingdom,2016Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Imports of goods and services from the European Union,92409.7
