"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2010_100","2010=100",103.6186,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2010_100","2010=100",103.7959,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2010_100","2010=100",103.9283,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",104.2143,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",104.4241,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",104.655,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",104.8089,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",104.4579,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",104.7087,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",105.0423,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",105.2571,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",105.4605,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",105.6273,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",105.8275,,
"EA19","Euro area (19 countries)","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",106.1563,,
