TIME,CURRENCY,UNIT,STATINFO,Value
1984Q2,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1984Q2,German mark,National currency (former currencies of the euro area countries),Average,2.23601
1984Q2,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1984Q2,Spanish peseta,National currency (former currencies of the euro area countries),Average,126.2
1984Q2,Finnish markka,National currency (former currencies of the euro area countries),Average,4.75062
1984Q2,French franc,National currency (former currencies of the euro area countries),Average,6.873
1984Q2,Greek drachma,National currency (former currencies of the euro area countries),Average,88.4549
1984Q2,Irish pound,National currency (former currencies of the euro area countries),Average,0.729548
1984Q2,Italian lira,National currency (former currencies of the euro area countries),Average,1382.36
1984Q2,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1984Q2,Luxembourg franc,National currency (former currencies of the euro area countries),Average,45.585
1984Q2,Latvian lats,National currency (former currencies of the euro area countries),Average,
1984Q2,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1984Q2,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.51932
1984Q2,Portuguese escudo,National currency (former currencies of the euro area countries),Average,114.253
1984Q2,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1984Q2,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1984Q3,Austrian schilling,National currency (former currencies of the euro area countries),Average,15.7209
1984Q3,Belgian franc,National currency (former currencies of the euro area countries),Average,45.2524
1984Q3,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1984Q3,German mark,National currency (former currencies of the euro area countries),Average,2.23888
1984Q3,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1984Q3,Spanish peseta,National currency (former currencies of the euro area countries),Average,126.789
1984Q3,Finnish markka,National currency (former currencies of the euro area countries),Average,4.69391
1984Q3,French franc,National currency (former currencies of the euro area countries),Average,6.87153
1984Q3,Greek drachma,National currency (former currencies of the euro area countries),Average,88.8236
1984Q3,Irish pound,National currency (former currencies of the euro area countries),Average,0.72644
1984Q3,Italian lira,National currency (former currencies of the euro area countries),Average,1379.51
1984Q3,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1984Q3,Luxembourg franc,National currency (former currencies of the euro area countries),Average,45.2524
1984Q3,Latvian lats,National currency (former currencies of the euro area countries),Average,
1984Q3,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1984Q3,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.52557
1984Q3,Portuguese escudo,National currency (former currencies of the euro area countries),Average,117.289
1984Q3,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1984Q3,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1984Q4,Austrian schilling,National currency (former currencies of the euro area countries),Average,15.6837
1984Q4,Belgian franc,National currency (former currencies of the euro area countries),Average,45.0263
1984Q4,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1984Q4,German mark,National currency (former currencies of the euro area countries),Average,2.23222
1984Q4,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1984Q4,Spanish peseta,National currency (former currencies of the euro area countries),Average,124.803
1984Q4,Finnish markka,National currency (former currencies of the euro area countries),Average,4.6489
1984Q4,French franc,National currency (former currencies of the euro area countries),Average,6.84446
1984Q4,Greek drachma,National currency (former currencies of the euro area countries),Average,91.5813
1984Q4,Irish pound,National currency (former currencies of the euro area countries),Average,0.719107
1984Q4,Italian lira,National currency (former currencies of the euro area countries),Average,1382.28
1984Q4,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1984Q4,Luxembourg franc,National currency (former currencies of the euro area countries),Average,45.0263
1984Q4,Latvian lats,National currency (former currencies of the euro area countries),Average,
1984Q4,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1984Q4,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.51794
1984Q4,Portuguese escudo,National currency (former currencies of the euro area countries),Average,119.767
1984Q4,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1984Q4,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1985Q1,Austrian schilling,National currency (former currencies of the euro area countries),Average,15.6313
1985Q1,Belgian franc,National currency (former currencies of the euro area countries),Average,44.6614
1985Q1,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1985Q1,German mark,National currency (former currencies of the euro area countries),Average,2.22602
1985Q1,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1985Q1,Spanish peseta,National currency (former currencies of the euro area countries),Average,123.111
1985Q1,Finnish markka,National currency (former currencies of the euro area countries),Average,4.63313
1985Q1,French franc,National currency (former currencies of the euro area countries),Average,6.80638
1985Q1,Greek drachma,National currency (former currencies of the euro area countries),Average,91.9694
1985Q1,Irish pound,National currency (former currencies of the euro area countries),Average,0.714688
1985Q1,Italian lira,National currency (former currencies of the euro area countries),Average,1382.22
1985Q1,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1985Q1,Luxembourg franc,National currency (former currencies of the euro area countries),Average,44.6614
1985Q1,Latvian lats,National currency (former currencies of the euro area countries),Average,
1985Q1,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1985Q1,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.51716
1985Q1,Portuguese escudo,National currency (former currencies of the euro area countries),Average,122.341
1985Q1,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1985Q1,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1985Q2,Austrian schilling,National currency (former currencies of the euro area countries),Average,15.747
1985Q2,Belgian franc,National currency (former currencies of the euro area countries),Average,45.1176
1985Q2,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1985Q2,German mark,National currency (former currencies of the euro area countries),Average,2.24064
1985Q2,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1985Q2,Spanish peseta,National currency (former currencies of the euro area countries),Average,126.386
1985Q2,Finnish markka,National currency (former currencies of the euro area countries),Average,4.66392
1985Q2,French franc,National currency (former currencies of the euro area countries),Average,6.83419
1985Q2,Greek drachma,National currency (former currencies of the euro area countries),Average,98.4695
1985Q2,Irish pound,National currency (former currencies of the euro area countries),Average,0.715822
1985Q2,Italian lira,National currency (former currencies of the euro area countries),Average,1429.53
1985Q2,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1985Q2,Luxembourg franc,National currency (former currencies of the euro area countries),Average,45.1176
1985Q2,Latvian lats,National currency (former currencies of the euro area countries),Average,
1985Q2,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1985Q2,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.52983
1985Q2,Portuguese escudo,National currency (former currencies of the euro area countries),Average,127.167
1985Q2,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1985Q2,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1985Q3,Austrian schilling,National currency (former currencies of the euro area countries),Average,15.6994
1985Q3,Belgian franc,National currency (former currencies of the euro area countries),Average,45.1333
1985Q3,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1985Q3,German mark,National currency (former currencies of the euro area countries),Average,2.23428
1985Q3,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1985Q3,Spanish peseta,National currency (former currencies of the euro area countries),Average,130.982
1985Q3,Finnish markka,National currency (former currencies of the euro area countries),Average,4.71676
1985Q3,French franc,National currency (former currencies of the euro area countries),Average,6.81167
1985Q3,Greek drachma,National currency (former currencies of the euro area countries),Average,104.405
1985Q3,Irish pound,National currency (former currencies of the euro area countries),Average,0.716344
1985Q3,Italian lira,National currency (former currencies of the euro area countries),Average,1483.33
1985Q3,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1985Q3,Luxembourg franc,National currency (former currencies of the euro area countries),Average,45.1333
1985Q3,Latvian lats,National currency (former currencies of the euro area countries),Average,
1985Q3,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1985Q3,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.51387
1985Q3,Portuguese escudo,National currency (former currencies of the euro area countries),Average,132.77
1985Q3,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1985Q3,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1985Q4,Austrian schilling,National currency (former currencies of the euro area countries),Average,15.4981
1985Q4,Belgian franc,National currency (former currencies of the euro area countries),Average,44.7444
1985Q4,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1985Q4,German mark,National currency (former currencies of the euro area countries),Average,2.20498
1985Q4,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1985Q4,Spanish peseta,National currency (former currencies of the euro area countries),Average,135.736
1985Q4,Finnish markka,National currency (former currencies of the euro area countries),Average,4.75955
1985Q4,French franc,National currency (former currencies of the euro area countries),Average,6.72997
1985Q4,Greek drachma,National currency (former currencies of the euro area countries),Average,127.485
1985Q4,Irish pound,National currency (former currencies of the euro area countries),Average,0.713813
1985Q4,Italian lira,National currency (former currencies of the euro area countries),Average,1493.59
1985Q4,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1985Q4,Luxembourg franc,National currency (former currencies of the euro area countries),Average,44.7444
1985Q4,Latvian lats,National currency (former currencies of the euro area countries),Average,
1985Q4,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1985Q4,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.48439
1985Q4,Portuguese escudo,National currency (former currencies of the euro area countries),Average,138.332
1985Q4,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1985Q4,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1986Q1,Austrian schilling,National currency (former currencies of the euro area countries),Average,15.2329
1986Q1,Belgian franc,National currency (former currencies of the euro area countries),Average,44.353
1986Q1,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1986Q1,German mark,National currency (former currencies of the euro area countries),Average,2.16794
1986Q1,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1986Q1,Spanish peseta,National currency (former currencies of the euro area countries),Average,136.192
1986Q1,Finnish markka,National currency (former currencies of the euro area countries),Average,4.85809
1986Q1,French franc,National currency (former currencies of the euro area countries),Average,6.65709
1986Q1,Greek drachma,National currency (former currencies of the euro area countries),Average,133.178
1986Q1,Irish pound,National currency (former currencies of the euro area countries),Average,0.715014
1986Q1,Italian lira,National currency (former currencies of the euro area countries),Average,1476.07
1986Q1,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1986Q1,Luxembourg franc,National currency (former currencies of the euro area countries),Average,44.353
1986Q1,Latvian lats,National currency (former currencies of the euro area countries),Average,
1986Q1,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1986Q1,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.4464
1986Q1,Portuguese escudo,National currency (former currencies of the euro area countries),Average,141.29
1986Q1,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1986Q1,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1986Q2,Austrian schilling,National currency (former currencies of the euro area countries),Average,15.1252
1986Q2,Belgian franc,National currency (former currencies of the euro area countries),Average,43.9266
1986Q2,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1986Q2,German mark,National currency (former currencies of the euro area countries),Average,2.15223
1986Q2,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1986Q2,Spanish peseta,National currency (former currencies of the euro area countries),Average,136.931
1986Q2,Finnish markka,National currency (former currencies of the euro area countries),Average,4.92161
1986Q2,French franc,National currency (former currencies of the euro area countries),Average,6.84654
1986Q2,Greek drachma,National currency (former currencies of the euro area countries),Average,134.975
1986Q2,Irish pound,National currency (former currencies of the euro area countries),Average,0.70851
1986Q2,Italian lira,National currency (former currencies of the euro area countries),Average,1475.77
1986Q2,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1986Q2,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.9266
1986Q2,Latvian lats,National currency (former currencies of the euro area countries),Average,
1986Q2,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1986Q2,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.42427
1986Q2,Portuguese escudo,National currency (former currencies of the euro area countries),Average,143.829
1986Q2,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1986Q2,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1986Q3,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.8584
1986Q3,Belgian franc,National currency (former currencies of the euro area countries),Average,43.6527
1986Q3,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1986Q3,German mark,National currency (former currencies of the euro area countries),Average,2.1123
1986Q3,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1986Q3,Spanish peseta,National currency (former currencies of the euro area countries),Average,136.945
1986Q3,Finnish markka,National currency (former currencies of the euro area countries),Average,5.0327
1986Q3,French franc,National currency (former currencies of the euro area countries),Average,6.86571
1986Q3,Greek drachma,National currency (former currencies of the euro area countries),Average,137.892
1986Q3,Irish pound,National currency (former currencies of the euro area countries),Average,0.743921
1986Q3,Italian lira,National currency (former currencies of the euro area countries),Average,1454.28
1986Q3,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1986Q3,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.6527
1986Q3,Latvian lats,National currency (former currencies of the euro area countries),Average,
1986Q3,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1986Q3,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.382
1986Q3,Portuguese escudo,National currency (former currencies of the euro area countries),Average,148.949
1986Q3,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1986Q3,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1986Q4,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.6592
1986Q4,Belgian franc,National currency (former currencies of the euro area countries),Average,43.2878
1986Q4,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1986Q4,German mark,National currency (former currencies of the euro area countries),Average,2.08307
1986Q4,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1986Q4,Spanish peseta,National currency (former currencies of the euro area countries),Average,139.725
1986Q4,Finnish markka,National currency (former currencies of the euro area countries),Average,5.09835
1986Q4,French franc,National currency (former currencies of the euro area countries),Average,6.82354
1986Q4,Greek drachma,National currency (former currencies of the euro area countries),Average,143.419
1986Q4,Irish pound,National currency (former currencies of the euro area countries),Average,0.764782
1986Q4,Italian lira,National currency (former currencies of the euro area countries),Average,1442.64
1986Q4,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1986Q4,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.2878
1986Q4,Latvian lats,National currency (former currencies of the euro area countries),Average,
1986Q4,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1986Q4,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.354
1986Q4,Portuguese escudo,National currency (former currencies of the euro area countries),Average,153.91
1986Q4,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1986Q4,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1987Q1,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.5464
1987Q1,Belgian franc,National currency (former currencies of the euro area countries),Average,42.8652
1987Q1,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1987Q1,German mark,National currency (former currencies of the euro area countries),Average,2.06801
1987Q1,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1987Q1,Spanish peseta,National currency (former currencies of the euro area countries),Average,145.007
1987Q1,Finnish markka,National currency (former currencies of the euro area countries),Average,5.12715
1987Q1,French franc,National currency (former currencies of the euro area countries),Average,6.88775
1987Q1,Greek drachma,National currency (former currencies of the euro area countries),Average,151.129
1987Q1,Irish pound,National currency (former currencies of the euro area countries),Average,0.774735
1987Q1,Italian lira,National currency (former currencies of the euro area countries),Average,1469.17
1987Q1,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1987Q1,Luxembourg franc,National currency (former currencies of the euro area countries),Average,42.8652
1987Q1,Latvian lats,National currency (former currencies of the euro area countries),Average,
1987Q1,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1987Q1,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.33426
1987Q1,Portuguese escudo,National currency (former currencies of the euro area countries),Average,159.434
1987Q1,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1987Q1,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1987Q2,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.5947
1987Q2,Belgian franc,National currency (former currencies of the euro area countries),Average,43.0398
1987Q2,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1987Q2,German mark,National currency (former currencies of the euro area countries),Average,2.07623
1987Q2,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1987Q2,Spanish peseta,National currency (former currencies of the euro area countries),Average,144.996
1987Q2,Finnish markka,National currency (former currencies of the euro area countries),Average,5.05153
1987Q2,French franc,National currency (former currencies of the euro area countries),Average,6.92879
1987Q2,Greek drachma,National currency (former currencies of the euro area countries),Average,154.368
1987Q2,Irish pound,National currency (former currencies of the euro area countries),Average,0.776046
1987Q2,Italian lira,National currency (former currencies of the euro area countries),Average,1494.43
1987Q2,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1987Q2,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.0398
1987Q2,Latvian lats,National currency (former currencies of the euro area countries),Average,
1987Q2,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1987Q2,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.34036
1987Q2,Portuguese escudo,National currency (former currencies of the euro area countries),Average,161.402
1987Q2,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1987Q2,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1987Q3,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.594
1987Q3,Belgian franc,National currency (former currencies of the euro area countries),Average,43.0679
1987Q3,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1987Q3,German mark,National currency (former currencies of the euro area countries),Average,2.07487
1987Q3,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1987Q3,Spanish peseta,National currency (former currencies of the euro area countries),Average,140.591
1987Q3,Finnish markka,National currency (former currencies of the euro area countries),Average,5.0259
1987Q3,French franc,National currency (former currencies of the euro area countries),Average,6.92043
1987Q3,Greek drachma,National currency (former currencies of the euro area countries),Average,157.379
1987Q3,Irish pound,National currency (former currencies of the euro area countries),Average,0.775287
1987Q3,Italian lira,National currency (former currencies of the euro area countries),Average,1501.52
1987Q3,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1987Q3,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.0679
1987Q3,Latvian lats,National currency (former currencies of the euro area countries),Average,
1987Q3,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1987Q3,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.33635
1987Q3,Portuguese escudo,National currency (former currencies of the euro area countries),Average,162.813
1987Q3,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1987Q3,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1987Q4,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.5495
1987Q4,Belgian franc,National currency (former currencies of the euro area countries),Average,43.1853
1987Q4,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1987Q4,German mark,National currency (former currencies of the euro area countries),Average,2.06721
1987Q4,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1987Q4,Spanish peseta,National currency (former currencies of the euro area countries),Average,138.395
1987Q4,Finnish markka,National currency (former currencies of the euro area countries),Average,5.05757
1987Q4,French franc,National currency (former currencies of the euro area countries),Average,6.97828
1987Q4,Greek drachma,National currency (former currencies of the euro area countries),Average,161.876
1987Q4,Irish pound,National currency (former currencies of the euro area countries),Average,0.77575
1987Q4,Italian lira,National currency (former currencies of the euro area countries),Average,1513.58
1987Q4,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1987Q4,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.1853
1987Q4,Latvian lats,National currency (former currencies of the euro area countries),Average,
1987Q4,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1987Q4,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.32621
1987Q4,Portuguese escudo,National currency (former currencies of the euro area countries),Average,166.619
1987Q4,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1987Q4,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1988Q1,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.5313
1988Q1,Belgian franc,National currency (former currencies of the euro area countries),Average,43.2375
1988Q1,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1988Q1,German mark,National currency (former currencies of the euro area countries),Average,2.06741
1988Q1,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1988Q1,Spanish peseta,National currency (former currencies of the euro area countries),Average,139.414
1988Q1,Finnish markka,National currency (former currencies of the euro area countries),Average,5.00894
1988Q1,French franc,National currency (former currencies of the euro area countries),Average,6.99413
1988Q1,Greek drachma,National currency (former currencies of the euro area countries),Average,165.194
1988Q1,Irish pound,National currency (former currencies of the euro area countries),Average,0.776098
1988Q1,Italian lira,National currency (former currencies of the euro area countries),Average,1524.32
1988Q1,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1988Q1,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.2375
1988Q1,Latvian lats,National currency (former currencies of the euro area countries),Average,
1988Q1,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1988Q1,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.3221
1988Q1,Portuguese escudo,National currency (former currencies of the euro area countries),Average,169.083
1988Q1,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1988Q1,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1988Q2,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.6098
1988Q2,Belgian franc,National currency (former currencies of the euro area countries),Average,43.4445
1988Q2,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1988Q2,German mark,National currency (former currencies of the euro area countries),Average,2.07756
1988Q2,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1988Q2,Spanish peseta,National currency (former currencies of the euro area countries),Average,137.479
1988Q2,Finnish markka,National currency (former currencies of the euro area countries),Average,4.94349
1988Q2,French franc,National currency (former currencies of the euro area countries),Average,7.03127
1988Q2,Greek drachma,National currency (former currencies of the euro area countries),Average,166.393
1988Q2,Irish pound,National currency (former currencies of the euro area countries),Average,0.776634
1988Q2,Italian lira,National currency (former currencies of the euro area countries),Average,1543.24
1988Q2,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1988Q2,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.4445
1988Q2,Latvian lats,National currency (former currencies of the euro area countries),Average,
1988Q2,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1988Q2,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.33165
1988Q2,Portuguese escudo,National currency (former currencies of the euro area countries),Average,169.703
1988Q2,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1988Q2,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1988Q3,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.6124
1988Q3,Belgian franc,National currency (former currencies of the euro area countries),Average,43.539
1988Q3,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1988Q3,German mark,National currency (former currencies of the euro area countries),Average,2.07794
1988Q3,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1988Q3,Spanish peseta,National currency (former currencies of the euro area countries),Average,137.505
1988Q3,Finnish markka,National currency (former currencies of the euro area countries),Average,4.9218
1988Q3,French franc,National currency (former currencies of the euro area countries),Average,7.03561
1988Q3,Greek drachma,National currency (former currencies of the euro area countries),Average,167.227
1988Q3,Irish pound,National currency (former currencies of the euro area countries),Average,0.774207
1988Q3,Italian lira,National currency (former currencies of the euro area countries),Average,1542.38
1988Q3,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1988Q3,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.539
1988Q3,Latvian lats,National currency (former currencies of the euro area countries),Average,
1988Q3,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1988Q3,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.34469
1988Q3,Portuguese escudo,National currency (former currencies of the euro area countries),Average,169.738
1988Q3,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1988Q3,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1988Q4,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.5911
1988Q4,Belgian franc,National currency (former currencies of the euro area countries),Average,43.4903
1988Q4,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1988Q4,German mark,National currency (former currencies of the euro area countries),Average,2.07474
1988Q4,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1988Q4,Spanish peseta,National currency (former currencies of the euro area countries),Average,136.002
1988Q4,Finnish markka,National currency (former currencies of the euro area countries),Average,4.90075
1988Q4,French franc,National currency (former currencies of the euro area countries),Average,7.08454
1988Q4,Greek drachma,National currency (former currencies of the euro area countries),Average,171.445
1988Q4,Irish pound,National currency (former currencies of the euro area countries),Average,0.775841
1988Q4,Italian lira,National currency (former currencies of the euro area countries),Average,1539.52
1988Q4,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1988Q4,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.4903
1988Q4,Latvian lats,National currency (former currencies of the euro area countries),Average,
1988Q4,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1988Q4,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.34026
1988Q4,Portuguese escudo,National currency (former currencies of the euro area countries),Average,171.706
1988Q4,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1988Q4,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1989Q1,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.6504
1989Q1,Belgian franc,National currency (former currencies of the euro area countries),Average,43.6387
1989Q1,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1989Q1,German mark,National currency (former currencies of the euro area countries),Average,2.08295
1989Q1,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1989Q1,Spanish peseta,National currency (former currencies of the euro area countries),Average,130.127
1989Q1,Finnish markka,National currency (former currencies of the euro area countries),Average,4.81371
1989Q1,French franc,National currency (former currencies of the euro area countries),Average,7.08356
1989Q1,Greek drachma,National currency (former currencies of the euro area countries),Average,174.109
1989Q1,Irish pound,National currency (former currencies of the euro area countries),Average,0.779834
1989Q1,Italian lira,National currency (former currencies of the euro area countries),Average,1527.49
1989Q1,Lithuanian litas,National currency (former currencies of the euro area countries),Average,
1989Q1,Luxembourg franc,National currency (former currencies of the euro area countries),Average,43.6387
1989Q1,Latvian lats,National currency (former currencies of the euro area countries),Average,
1989Q1,Maltese lira ,National currency (former currencies of the euro area countries),Average,
1989Q1,Dutch guilder,National currency (former currencies of the euro area countries),Average,2.35097
1989Q1,Portuguese escudo,National currency (former currencies of the euro area countries),Average,171.166
1989Q1,Slovenian tolar ,National currency (former currencies of the euro area countries),Average,
1989Q1,Slovak koruna,National currency (former currencies of the euro area countries),Average,
1989Q2,Austrian schilling,National currency (former currencies of the euro area countries),Average,14.6244
1989Q2,Belgian franc,National currency (former currencies of the euro area countries),Average,43.5002
1989Q2,Cyprus pound,National currency (former currencies of the euro area countries),Average,
1989Q2,German mark,National currency (former currencies of the euro area countries),Average,2.0778
1989Q2,Estonian Kroon ,National currency (former currencies of the euro area countries),Average,
1989Q2,Spanish peseta,National currency (former currencies of the euro area countries),Average,130.71
1989Q2,Finnish markka,National currency (former currencies of the euro area countries),Average,4.64197
1989Q2,French franc,National currency (former currencies of the euro area countries),Average,7.03505
1989Q2,Greek drachma,National currency (former currencies of the euro area countries),Average,177.414
1989Q2,Irish pound,National currency (former currencies of the euro area countries),Average,0.778218
1989Q2,Italian lira,National currency (former currencies of the euro area countries),Average,1513.31
