"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2003-Q1","Q1-2003","IDX","Index","0","Units","2010_100","2010=100",89.20766,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2003-Q2","Q2-2003","IDX","Index","0","Units","2010_100","2010=100",89.65797,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2003-Q3","Q3-2003","IDX","Index","0","Units","2010_100","2010=100",89.51111,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2003-Q4","Q4-2003","IDX","Index","0","Units","2010_100","2010=100",89.96587,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2004-Q1","Q1-2004","IDX","Index","0","Units","2010_100","2010=100",90.10692,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2004-Q2","Q2-2004","IDX","Index","0","Units","2010_100","2010=100",91.11978,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2004-Q3","Q3-2004","IDX","Index","0","Units","2010_100","2010=100",92.22785,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2004-Q4","Q4-2004","IDX","Index","0","Units","2010_100","2010=100",92.19596,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2005-Q1","Q1-2005","IDX","Index","0","Units","2010_100","2010=100",92.22187,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2005-Q2","Q2-2005","IDX","Index","0","Units","2010_100","2010=100",92.6781,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2005-Q3","Q3-2005","IDX","Index","0","Units","2010_100","2010=100",93.1114,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2005-Q4","Q4-2005","IDX","Index","0","Units","2010_100","2010=100",93.69848,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2006-Q1","Q1-2006","IDX","Index","0","Units","2010_100","2010=100",95.07562,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2006-Q2","Q2-2006","IDX","Index","0","Units","2010_100","2010=100",95.27435,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2006-Q3","Q3-2006","IDX","Index","0","Units","2010_100","2010=100",95.77188,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2006-Q4","Q4-2006","IDX","Index","0","Units","2010_100","2010=100",96.88623,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2007-Q1","Q1-2007","IDX","Index","0","Units","2010_100","2010=100",99.127,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2010_100","2010=100",98.78436,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2010_100","2010=100",98.37082,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2010_100","2010=100",99.04282,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2010_100","2010=100",100.8451,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2010_100","2010=100",100.3683,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2010_100","2010=100",100.9823,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2010_100","2010=100",102.5239,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2010_100","2010=100",100.303,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2010_100","2010=100",100.8727,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2010_100","2010=100",100.3137,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2010_100","2010=100",99.93378,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2010_100","2010=100",99.25798,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2010_100","2010=100",100.1812,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2010_100","2010=100",100.2454,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2010_100","2010=100",100.3154,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2010_100","2010=100",102.349,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2010_100","2010=100",102.0164,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2010_100","2010=100",102.6639,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2010_100","2010=100",100.9609,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2010_100","2010=100",102.9024,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2010_100","2010=100",103.0292,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2010_100","2010=100",103.4227,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2010_100","2010=100",105.8833,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2010_100","2010=100",103.8925,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2010_100","2010=100",105.071,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2010_100","2010=100",105.0626,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2010_100","2010=100",104.7321,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",106.8351,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",106.3086,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",106.6296,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",107.6231,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",107.8321,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",108.7465,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",109.2413,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",110.5547,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",110.5423,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",111.7868,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",112.2397,,
"USA","United States","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",112.7264,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1995-Q1","Q1-1995","IDX","Index","0","Units","2010_100","2010=100",80.24942,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1995-Q2","Q2-1995","IDX","Index","0","Units","2010_100","2010=100",80.49699,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1995-Q3","Q3-1995","IDX","Index","0","Units","2010_100","2010=100",80.75097,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1995-Q4","Q4-1995","IDX","Index","0","Units","2010_100","2010=100",81.18199,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1996-Q1","Q1-1996","IDX","Index","0","Units","2010_100","2010=100",81.34722,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1996-Q2","Q2-1996","IDX","Index","0","Units","2010_100","2010=100",81.44255,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1996-Q3","Q3-1996","IDX","Index","0","Units","2010_100","2010=100",81.97911,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1996-Q4","Q4-1996","IDX","Index","0","Units","2010_100","2010=100",82.24126,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1997-Q1","Q1-1997","IDX","Index","0","Units","2010_100","2010=100",82.90247,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1997-Q2","Q2-1997","IDX","Index","0","Units","2010_100","2010=100",82.97292,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1997-Q3","Q3-1997","IDX","Index","0","Units","2010_100","2010=100",83.17642,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1997-Q4","Q4-1997","IDX","Index","0","Units","2010_100","2010=100",83.31783,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1998-Q1","Q1-1998","IDX","Index","0","Units","2010_100","2010=100",83.91373,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1998-Q2","Q2-1998","IDX","Index","0","Units","2010_100","2010=100",84.53815,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1998-Q3","Q3-1998","IDX","Index","0","Units","2010_100","2010=100",84.62611,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1998-Q4","Q4-1998","IDX","Index","0","Units","2010_100","2010=100",84.61494,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1999-Q1","Q1-1999","IDX","Index","0","Units","2010_100","2010=100",85.00932,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1999-Q2","Q2-1999","IDX","Index","0","Units","2010_100","2010=100",85.34949,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1999-Q3","Q3-1999","IDX","Index","0","Units","2010_100","2010=100",85.37142,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","1999-Q4","Q4-1999","IDX","Index","0","Units","2010_100","2010=100",85.59662,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2000-Q1","Q1-2000","IDX","Index","0","Units","2010_100","2010=100",86.64307,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2000-Q2","Q2-2000","IDX","Index","0","Units","2010_100","2010=100",86.42175,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2000-Q3","Q3-2000","IDX","Index","0","Units","2010_100","2010=100",87.38573,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2000-Q4","Q4-2000","IDX","Index","0","Units","2010_100","2010=100",87.4656,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2001-Q1","Q1-2001","IDX","Index","0","Units","2010_100","2010=100",88.51043,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2001-Q2","Q2-2001","IDX","Index","0","Units","2010_100","2010=100",88.39617,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2001-Q3","Q3-2001","IDX","Index","0","Units","2010_100","2010=100",88.64144,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2001-Q4","Q4-2001","IDX","Index","0","Units","2010_100","2010=100",88.67331,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2002-Q1","Q1-2002","IDX","Index","0","Units","2010_100","2010=100",88.84653,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2002-Q2","Q2-2002","IDX","Index","0","Units","2010_100","2010=100",88.72968,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2002-Q3","Q3-2002","IDX","Index","0","Units","2010_100","2010=100",88.8987,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2002-Q4","Q4-2002","IDX","Index","0","Units","2010_100","2010=100",89.2508,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2003-Q1","Q1-2003","IDX","Index","0","Units","2010_100","2010=100",89.79432,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2003-Q2","Q2-2003","IDX","Index","0","Units","2010_100","2010=100",89.93151,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2003-Q3","Q3-2003","IDX","Index","0","Units","2010_100","2010=100",90.05058,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2003-Q4","Q4-2003","IDX","Index","0","Units","2010_100","2010=100",90.0554,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2004-Q1","Q1-2004","IDX","Index","0","Units","2010_100","2010=100",90.14937,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2004-Q2","Q2-2004","IDX","Index","0","Units","2010_100","2010=100",90.76188,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2004-Q3","Q3-2004","IDX","Index","0","Units","2010_100","2010=100",91.44491,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2004-Q4","Q4-2004","IDX","Index","0","Units","2010_100","2010=100",91.71107,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2005-Q1","Q1-2005","IDX","Index","0","Units","2010_100","2010=100",91.89148,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2005-Q2","Q2-2005","IDX","Index","0","Units","2010_100","2010=100",92.14295,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2005-Q3","Q3-2005","IDX","Index","0","Units","2010_100","2010=100",92.36689,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2005-Q4","Q4-2005","IDX","Index","0","Units","2010_100","2010=100",92.87516,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2006-Q1","Q1-2006","IDX","Index","0","Units","2010_100","2010=100",93.36036,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2006-Q2","Q2-2006","IDX","Index","0","Units","2010_100","2010=100",93.75301,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2006-Q3","Q3-2006","IDX","Index","0","Units","2010_100","2010=100",94.25709,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2006-Q4","Q4-2006","IDX","Index","0","Units","2010_100","2010=100",94.96757,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2007-Q1","Q1-2007","IDX","Index","0","Units","2010_100","2010=100",95.72141,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2010_100","2010=100",96.05628,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2010_100","2010=100",96.28941,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2010_100","2010=100",96.67092,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2010_100","2010=100",97.66754,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2010_100","2010=100",98.23732,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2010_100","2010=100",98.95935,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2010_100","2010=100",100.6186,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2010_100","2010=100",100.8641,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2010_100","2010=100",100.638,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2010_100","2010=100",100.388,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2010_100","2010=100",100.2009,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2010_100","2010=100",99.98373,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2010_100","2010=100",100.0753,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2010_100","2010=100",99.93386,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2010_100","2010=100",100.0073,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2010_100","2010=100",101.1157,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2010_100","2010=100",101.301,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2010_100","2010=100",101.3071,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2010_100","2010=100",101.1047,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2010_100","2010=100",102.2226,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2010_100","2010=100",102.5583,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2010_100","2010=100",102.8647,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2010_100","2010=100",103.9555,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2010_100","2010=100",103.2862,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2010_100","2010=100",103.7681,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2010_100","2010=100",103.6204,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2010_100","2010=100",103.7067,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",104.5125,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",104.8755,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",105.0852,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",105.5099,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",105.3601,,
