GEO,TIME,UNIT,S_ADJ,NA_ITEM,Value
Greece,1999Q3,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,1999Q3,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,35036
Greece,1999Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,48013.4
Greece,1999Q3,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,1999Q3,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,1999Q3,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,45642.2
Greece,1999Q4,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,85.6
Greece,1999Q4,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,1999Q4,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,1999Q4,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,82.1
Greece,1999Q4,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,37845.3
Greece,1999Q4,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,1999Q4,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,1999Q4,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,35604.3
Greece,1999Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,48349.1
Greece,1999Q4,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,1999Q4,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,1999Q4,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46365.3
Greece,2000Q1,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,78
Greece,2000Q1,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q1,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q1,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,82.4
Greece,2000Q1,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,33198.8
Greece,2000Q1,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q1,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q1,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,35415.7
Greece,2000Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,44075.8
Greece,2000Q1,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q1,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q1,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46545.2
Greece,2000Q2,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,80.7
Greece,2000Q2,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q2,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q2,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,83.2
Greece,2000Q2,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,34675.8
Greece,2000Q2,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q2,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q2,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,35667.4
Greece,2000Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,45589
Greece,2000Q2,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q2,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q2,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46982.7
Greece,2000Q3,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,88.7
Greece,2000Q3,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q3,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q3,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,84.7
Greece,2000Q3,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,37285
Greece,2000Q3,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q3,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q3,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,36017.3
Greece,2000Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,50105
Greece,2000Q3,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q3,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q3,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,47863.1
Greece,2000Q4,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,88.7
Greece,2000Q4,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q4,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q4,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,85.9
Greece,2000Q4,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,37751.2
Greece,2000Q4,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q4,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q4,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,36140.7
Greece,2000Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,50131.6
Greece,2000Q4,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2000Q4,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2000Q4,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,48540.6
Greece,2001Q1,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,82.7
Greece,2001Q1,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q1,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q1,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,87
Greece,2001Q1,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,35236.6
Greece,2001Q1,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q1,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q1,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,37239.6
Greece,2001Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46753.4
Greece,2001Q1,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q1,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q1,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,49130.5
Greece,2001Q2,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,84.5
Greece,2001Q2,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q2,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q2,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,86.8
Greece,2001Q2,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,36726.4
Greece,2001Q2,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q2,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q2,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,37623.6
Greece,2001Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,47760
Greece,2001Q2,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q2,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q2,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,49015.6
Greece,2001Q3,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,92.1
Greece,2001Q3,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q3,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q3,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,88.2
Greece,2001Q3,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,39842.8
Greece,2001Q3,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q3,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q3,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,38551.7
Greece,2001Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,52051.6
Greece,2001Q3,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q3,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q3,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,49808.4
Greece,2001Q4,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,90.6
Greece,2001Q4,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q4,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q4,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,88.4
Greece,2001Q4,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,40388.1
Greece,2001Q4,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q4,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q4,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,38904.8
Greece,2001Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,51182.4
Greece,2001Q4,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2001Q4,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2001Q4,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,49937.6
Greece,2002Q1,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,84.7
Greece,2002Q1,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q1,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q1,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,89.1
Greece,2002Q1,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,37497.1
Greece,2002Q1,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q1,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q1,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,39624.9
Greece,2002Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,47839.4
Greece,2002Q1,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q1,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q1,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,50348.5
Greece,2002Q2,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,89.5
Greece,2002Q2,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q2,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q2,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,91.1
Greece,2002Q2,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,39873.9
Greece,2002Q2,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q2,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q2,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,40678.4
Greece,2002Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,50597
Greece,2002Q2,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q2,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q2,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,51471.7
Greece,2002Q3,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,95.6
Greece,2002Q3,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q3,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q3,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,91.6
Greece,2002Q3,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,42337.7
Greece,2002Q3,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q3,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q3,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,41103
Greece,2002Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,54038.7
Greece,2002Q3,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q3,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q3,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,51769.5
Greece,2002Q4,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,93.8
Greece,2002Q4,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q4,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q4,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,92.4
Greece,2002Q4,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,43752
Greece,2002Q4,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q4,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q4,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,42246.8
Greece,2002Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,53029.5
Greece,2002Q4,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2002Q4,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2002Q4,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,52178
Greece,2003Q1,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,89.7
Greece,2003Q1,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q1,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q1,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,94.3
Greece,2003Q1,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,40880.6
Greece,2003Q1,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q1,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q1,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,43284.3
Greece,2003Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,50671.3
Greece,2003Q1,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q1,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q1,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,53260.2
Greece,2003Q2,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,94.7
Greece,2003Q2,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q2,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q2,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,95.9
Greece,2003Q2,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,43418.8
Greece,2003Q2,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q2,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q2,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,44145
Greece,2003Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,53517
Greece,2003Q2,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q2,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q2,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,54199.1
Greece,2003Q3,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,100.4
Greece,2003Q3,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q3,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q3,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,96.5
Greece,2003Q3,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46681.7
Greece,2003Q3,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q3,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q3,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,45366.4
Greece,2003Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,56748.2
Greece,2003Q3,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q3,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q3,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,54541.7
Greece,2003Q4,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,99.9
Greece,2003Q4,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q4,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q4,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,98.6
Greece,2003Q4,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,47923.8
Greece,2003Q4,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q4,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q4,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46253.6
Greece,2003Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,56476.3
Greece,2003Q4,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2003Q4,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2003Q4,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,55711.2
Greece,2004Q1,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,95.8
Greece,2004Q1,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2004Q1,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2004Q1,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,100.4
Greece,2004Q1,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,44878.1
Greece,2004Q1,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2004Q1,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2004Q1,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,47745.4
Greece,2004Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,54142.7
Greece,2004Q1,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2004Q1,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2004Q1,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,56719.8
Greece,2004Q2,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,99.5
