1270,3517.7756499707
1271,3481.2222229996
1272,3611.8921261865
1273,3406.8739828688
1274,3394.2097198008
1275,3879.7339118719
1276,3414.3137963781
1277,3645.8798688668
1278,3780.0023599793
1279,3137.4591015679
1280,3187.3760411752
1281,3389.5141168517
1282,3290.1865189732
1283,3130.2095033775
1284,3239.452091523
1285,3282.5166387801
1286,3238.3361726454
1287,3547.235246486
1288,3441.4970854807
1289,3177.7627442685
1290,3225.1401938693
1291,3231.3509503905
1292,3403.0531725185
1293,3483.2309155269
1294,3456.8999001222
1295,3701.9813436112
1296,3849.8271845143
1297,3683.4811616776
1298,3874.3170468238
1299,3731.019244167
1300,3705.2472268753
1301,3731.1895793132
1302,3827.5035472418
1303,3986.0829324025
1304,3605.6782768246
1305,3705.5038101566
1306,3598.4014689649
1307,3771.924181977
1308,3816.1360223645
1309,3910.1388098233
1310,3857.9761463132
1311,3993.569497631
1312,3887.6589359206
1313,3956.5378172439
1314,3957.4190061374
1315,3555.6718477194
1316,3356.1716697666
1317,3510.6626475497
1318,3873.3211780509
1319,3889.5919148713
1320,3761.6726579319
1321,3180.9003764992
1322,3347.0589203821
1323,3471.8782154736
1324,3162.9905764473
1325,3422.8904779018
1326,3488.0441940707
1327,3449.1546666457
1328,3223.249556158
1329,3411.3952818554
1330,3342.7880067946
1331,3205.4863867185
1332,3394.4957915469
1333,3517.461217082
1334,3422.2298648468
1335,3298.9937113799
1336,3476.253946647
1337,3876.2308242565
1338,3975.5675877474
1339,3264.7516168707
1340,3680.0389151848
1341,3741.0091447013
1342,3939.9128571725
1343,3853.6522944549
1344,4140.2082977608
1345,3879.3844815337
1346,3708.7159299321
1347,3877.3955044475
1348,4000.3821228397
1349,3061.6644837716
1350,2840.7248397096
1351,2673.6477905236
1352,2767.4119250818
1353,2771.4056309845
1354,2650.3116286199
1355,2727.284700552
1356,2686.0220011407
1357,2732.731586364
1358,2742.6757335222
1359,2768.2940731021
1360,2745.5267812686
1361,2645.145826254
1362,2571.8103327133
1363,2493.0817020924
1364,2765.4759601289
1365,2638.2607302207
1366,2713.758963872
1367,2542.8037581527
1368,2521.4404084837
1369,2350.8238764343
1370,2630.2237332153
1371,2541.1602817179
1372,2294.904190638
1373,2481.049795426
1374,2278.376750756
1375,2194.0306964055
1376,2531.891851722
1377,2602.529677815
1378,2554.7084332458
1379,2327.1311016236
1380,2413.8366020962
1381,2457.5401173782
1382,2522.9610399682
1383,2393.1268210096
1384,2686.8206128608
1385,2430.5663609722
1386,2697.7252074848
1387,2698.2846443769
1388,2477.0682263494
1389,2545.5302569219
1390,2369.6416517973
1391,2637.3958626665
1392,2951.777607233
1393,2426.8117088423
1394,2651.520436311
1395,2524.873219184
1396,2527.1566592202
1397,2458.7783256444
1398,2618.56724217
1399,2501.0176100726
1400,2418.8611552357
1401,2385.9038899203
1402,2447.6761834071
1403,2485.7293732263
1404,2526.3551574357
1405,2528.7079317815
1406,2343.5126060264
1407,2344.9543545898
1408,2168.0202594885
1409,2242.084146233
1410,2380.8166689556
1411,2330.170333698
1412,2274.8391102553
1413,2061.048035986
1414,2340.7126185408
1415,2393.3994245015
1416,2306.6343304011
1417,2520.0845476213
1418,2389.8606957306
1419,2515.5026856049
1420,2452.6283804721
1421,2289.0029907122
1422,2362.7000843125
1423,2492.0066271913
1424,2510.2970585072
1425,2422.3802827745
1426,2347.905818756
1427,2285.2930793934
1428,2144.295311097
1429,2216.904462546
1430,2279.9180679215
1431,2289.3529819999
1432,2258.9087976799
1433,2323.9605429915
1434,2460.7383925081
1435,2184.4763766193
1436,2033.445780158
1437,1949.7174692608
1438,2045.0879759499
1439,2134.1033124068
1440,2152.3124519672
1441,1901.1688203873
1442,1966.5317960144
1443,2377.1229735841
1444,2371.8739960982
1445,2044.2618552878
1446,2172.3161835807
1447,2222.7821634311
1448,2295.0011024855
1449,2103.7690062539
1450,2166.8111131023
1451,2176.7192930791
1452,2154.2358514021
1453,2177.8704544739
1454,2184.4956265347
1455,2172.7473032865
1456,2201.6094749999
1457,2018.6218265642
1458,2142.0633368956
1459,2113.6766435545
1460,2118.6526860726
1461,2131.81869446
1462,2336.1734901528
1463,2369.9386115543
1464,2166.4865847812
1465,2107.8232297542
1466,2096.3077630774
1467,2165.4489480905
1468,2264.7341204381
1469,2239.0353347277
1470,2180.0838621659
1471,2088.3205739738
1472,2162.3284080441
1473,2149.0987843943
1474,2267.7262959546
1475,2205.0307856247
1476,2049.0796168848
1477,2147.6873439125
1478,2212.3926781672
1479,2343.0752104651
1480,2414.8698552778
1481,2311.7845521302
1482,2214.7962777661
1483,2326.6468609079
1484,2308.411210784
1485,2185.7375967921
1486,2426.3470687362
1487,2221.6781280808
1488,2271.8519130409
