GEO,TIME,INTRT,Value,Flag and Footnotes
European Union (28 countries),1980M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1980M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1981M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1982M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1983M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1984M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1985M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1986M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1987M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1988M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1989M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1990M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1991M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1992M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1993M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1994M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1995M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1996M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1997M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1998M12,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M01,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M02,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M03,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M04,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M05,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M06,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M07,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M08,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M09,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M10,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M11,EMU convergence criterion bond yields, ,
European Union (28 countries),1999M12,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M01,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M02,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M03,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M04,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M05,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M06,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M07,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M08,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M09,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M10,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M11,EMU convergence criterion bond yields, ,
European Union (28 countries),2000M12,EMU convergence criterion bond yields, ,
European Union (28 countries),2001M01,EMU convergence criterion bond yields,5.28,
European Union (28 countries),2001M02,EMU convergence criterion bond yields,5.27,
European Union (28 countries),2001M03,EMU convergence criterion bond yields,5.19,
European Union (28 countries),2001M04,EMU convergence criterion bond yields,5.35,
European Union (28 countries),2001M05,EMU convergence criterion bond yields,5.55,
European Union (28 countries),2001M06,EMU convergence criterion bond yields,5.55,
European Union (28 countries),2001M07,EMU convergence criterion bond yields,5.56,
European Union (28 countries),2001M08,EMU convergence criterion bond yields,5.37,
European Union (28 countries),2001M09,EMU convergence criterion bond yields,5.34,
European Union (28 countries),2001M10,EMU convergence criterion bond yields,5.1,
European Union (28 countries),2001M11,EMU convergence criterion bond yields,4.88,
European Union (28 countries),2001M12,EMU convergence criterion bond yields,5.12,
European Union (28 countries),2002M01,EMU convergence criterion bond yields,5.17,
European Union (28 countries),2002M02,EMU convergence criterion bond yields,5.22,
European Union (28 countries),2002M03,EMU convergence criterion bond yields,5.47,
European Union (28 countries),2002M04,EMU convergence criterion bond yields,5.46,
European Union (28 countries),2002M05,EMU convergence criterion bond yields,5.47,
European Union (28 countries),2002M06,EMU convergence criterion bond yields,5.32,
European Union (28 countries),2002M07,EMU convergence criterion bond yields,5.17,
European Union (28 countries),2002M08,EMU convergence criterion bond yields,4.88,
European Union (28 countries),2002M09,EMU convergence criterion bond yields,4.66,
European Union (28 countries),2002M10,EMU convergence criterion bond yields,4.71,
European Union (28 countries),2002M11,EMU convergence criterion bond yields,4.68,
European Union (28 countries),2002M12,EMU convergence criterion bond yields,4.53,
European Union (28 countries),2003M01,EMU convergence criterion bond yields,4.38,
European Union (28 countries),2003M02,EMU convergence criterion bond yields,4.2,
European Union (28 countries),2003M03,EMU convergence criterion bond yields,4.25,
European Union (28 countries),2003M04,EMU convergence criterion bond yields,4.38,
European Union (28 countries),2003M05,EMU convergence criterion bond yields,4.08,
European Union (28 countries),2003M06,EMU convergence criterion bond yields,3.91,
European Union (28 countries),2003M07,EMU convergence criterion bond yields,4.23,
European Union (28 countries),2003M08,EMU convergence criterion bond yields,4.39,
European Union (28 countries),2003M09,EMU convergence criterion bond yields,4.45,
European Union (28 countries),2003M10,EMU convergence criterion bond yields,4.54,
European Union (28 countries),2003M11,EMU convergence criterion bond yields,4.7,
European Union (28 countries),2003M12,EMU convergence criterion bond yields,4.63,
European Union (28 countries),2004M01,EMU convergence criterion bond yields,4.5,
European Union (28 countries),2004M02,EMU convergence criterion bond yields,4.49,
European Union (28 countries),2004M03,EMU convergence criterion bond yields,4.32,
European Union (28 countries),2004M04,EMU convergence criterion bond yields,4.51,
European Union (28 countries),2004M05,EMU convergence criterion bond yields,4.67,
European Union (28 countries),2004M06,EMU convergence criterion bond yields,4.73,
European Union (28 countries),2004M07,EMU convergence criterion bond yields,4.65,
European Union (28 countries),2004M08,EMU convergence criterion bond yields,4.51,
European Union (28 countries),2004M09,EMU convergence criterion bond yields,4.45,
European Union (28 countries),2004M10,EMU convergence criterion bond yields,4.32,
European Union (28 countries),2004M11,EMU convergence criterion bond yields,4.19,
European Union (28 countries),2004M12,EMU convergence criterion bond yields,3.98,
European Union (28 countries),2005M01,EMU convergence criterion bond yields,3.92,
European Union (28 countries),2005M02,EMU convergence criterion bond yields,3.9,
European Union (28 countries),2005M03,EMU convergence criterion bond yields,4.04,
European Union (28 countries),2005M04,EMU convergence criterion bond yields,3.9,
European Union (28 countries),2005M05,EMU convergence criterion bond yields,3.74,
European Union (28 countries),2005M06,EMU convergence criterion bond yields,3.56,
European Union (28 countries),2005M07,EMU convergence criterion bond yields,3.59,
European Union (28 countries),2005M08,EMU convergence criterion bond yields,3.62,
European Union (28 countries),2005M09,EMU convergence criterion bond yields,3.46,
European Union (28 countries),2005M10,EMU convergence criterion bond yields,3.63,
European Union (28 countries),2005M11,EMU convergence criterion bond yields,3.82,
European Union (28 countries),2005M12,EMU convergence criterion bond yields,3.72,
European Union (28 countries),2006M01,EMU convergence criterion bond yields,3.63,
European Union (28 countries),2006M02,EMU convergence criterion bond yields,3.75,
European Union (28 countries),2006M03,EMU convergence criterion bond yields,3.92,
European Union (28 countries),2006M04,EMU convergence criterion bond yields,4.16,
European Union (28 countries),2006M05,EMU convergence criterion bond yields,4.24,
European Union (28 countries),2006M06,EMU convergence criterion bond yields,4.27,
European Union (28 countries),2006M07,EMU convergence criterion bond yields,4.3,
European Union (28 countries),2006M08,EMU convergence criterion bond yields,4.21,
European Union (28 countries),2006M09,EMU convergence criterion bond yields,4.1,
European Union (28 countries),2006M10,EMU convergence criterion bond yields,4.14,
European Union (28 countries),2006M11,EMU convergence criterion bond yields,4.05,
European Union (28 countries),2006M12,EMU convergence criterion bond yields,4.11,
European Union (28 countries),2007M01,EMU convergence criterion bond yields,4.36,
European Union (28 countries),2007M02,EMU convergence criterion bond yields,4.39,
European Union (28 countries),2007M03,EMU convergence criterion bond yields,4.29,
European Union (28 countries),2007M04,EMU convergence criterion bond yields,4.48,
European Union (28 countries),2007M05,EMU convergence criterion bond yields,4.6,
European Union (28 countries),2007M06,EMU convergence criterion bond yields,4.87,
European Union (28 countries),2007M07,EMU convergence criterion bond yields,4.84,
European Union (28 countries),2007M08,EMU convergence criterion bond yields,4.66,
European Union (28 countries),2007M09,EMU convergence criterion bond yields,4.6,
European Union (28 countries),2007M10,EMU convergence criterion bond yields,4.62,
European Union (28 countries),2007M11,EMU convergence criterion bond yields,4.47,
European Union (28 countries),2007M12,EMU convergence criterion bond yields,4.57,
European Union (28 countries),2008M01,EMU convergence criterion bond yields,4.37,
European Union (28 countries),2008M02,EMU convergence criterion bond yields,4.36,
European Union (28 countries),2008M03,EMU convergence criterion bond yields,4.34,
European Union (28 countries),2008M04,EMU convergence criterion bond yields,4.52,
European Union (28 countries),2008M05,EMU convergence criterion bond yields,4.67,
European Union (28 countries),2008M06,EMU convergence criterion bond yields,5,
European Union (28 countries),2008M07,EMU convergence criterion bond yields,4.96,
European Union (28 countries),2008M08,EMU convergence criterion bond yields,4.69,
European Union (28 countries),2008M09,EMU convergence criterion bond yields,4.63,
European Union (28 countries),2008M10,EMU convergence criterion bond yields,4.57,
European Union (28 countries),2008M11,EMU convergence criterion bond yields,4.36,
European Union (28 countries),2008M12,EMU convergence criterion bond yields,3.96,
European Union (28 countries),2009M01,EMU convergence criterion bond yields,4.04,
European Union (28 countries),2009M02,EMU convergence criterion bond yields,4.13,
European Union (28 countries),2009M03,EMU convergence criterion bond yields,4.1,
European Union (28 countries),2009M04,EMU convergence criterion bond yields,4.12,
European Union (28 countries),2009M05,EMU convergence criterion bond yields,4.2,
European Union (28 countries),2009M06,EMU convergence criterion bond yields,4.39,
European Union (28 countries),2009M07,EMU convergence criterion bond yields,4.23,
European Union (28 countries),2009M08,EMU convergence criterion bond yields,4.09,
European Union (28 countries),2009M09,EMU convergence criterion bond yields,4.05,
European Union (28 countries),2009M10,EMU convergence criterion bond yields,3.96,
European Union (28 countries),2009M11,EMU convergence criterion bond yields,3.94,
European Union (28 countries),2009M12,EMU convergence criterion bond yields,3.95,
European Union (28 countries),2010M01,EMU convergence criterion bond yields,4.1,
European Union (28 countries),2010M02,EMU convergence criterion bond yields,4.05,
European Union (28 countries),2010M03,EMU convergence criterion bond yields,3.92,
European Union (28 countries),2010M04,EMU convergence criterion bond yields,3.94,
European Union (28 countries),2010M05,EMU convergence criterion bond yields,3.78,
European Union (28 countries),2010M06,EMU convergence criterion bond yields,3.78,
European Union (28 countries),2010M07,EMU convergence criterion bond yields,3.75,
European Union (28 countries),2010M08,EMU convergence criterion bond yields,3.49,
European Union (28 countries),2010M09,EMU convergence criterion bond yields,3.54,
European Union (28 countries),2010M10,EMU convergence criterion bond yields,3.51,
European Union (28 countries),2010M11,EMU convergence criterion bond yields,3.86,
European Union (28 countries),2010M12,EMU convergence criterion bond yields,4.2,
European Union (28 countries),2011M01,EMU convergence criterion bond yields,4.31,
European Union (28 countries),2011M02,EMU convergence criterion bond yields,4.41,
European Union (28 countries),2011M03,EMU convergence criterion bond yields,4.43,
European Union (28 countries),2011M04,EMU convergence criterion bond yields,4.54,
European Union (28 countries),2011M05,EMU convergence criterion bond yields,4.42,
European Union (28 countries),2011M06,EMU convergence criterion bond yields,4.41,
European Union (28 countries),2011M07,EMU convergence criterion bond yields,4.48,
European Union (28 countries),2011M08,EMU convergence criterion bond yields,4.03,
European Union (28 countries),2011M09,EMU convergence criterion bond yields,3.91,
European Union (28 countries),2011M10,EMU convergence criterion bond yields,4.09,
European Union (28 countries),2011M11,EMU convergence criterion bond yields,4.35,
European Union (28 countries),2011M12,EMU convergence criterion bond yields,4.24,
European Union (28 countries),2012M01,EMU convergence criterion bond yields,4.26,
European Union (28 countries),2012M02,EMU convergence criterion bond yields,4.09,
European Union (28 countries),2012M03,EMU convergence criterion bond yields,3.84,
European Union (28 countries),2012M04,EMU convergence criterion bond yields,3.93,
European Union (28 countries),2012M05,EMU convergence criterion bond yields,3.89,
European Union (28 countries),2012M06,EMU convergence criterion bond yields,3.86,
European Union (28 countries),2012M07,EMU convergence criterion bond yields,3.71,
European Union (28 countries),2012M08,EMU convergence criterion bond yields,3.62,
European Union (28 countries),2012M09,EMU convergence criterion bond yields,3.45,
European Union (28 countries),2012M10,EMU convergence criterion bond yields,3.28,
European Union (28 countries),2012M11,EMU convergence criterion bond yields,3.18,
European Union (28 countries),2012M12,EMU convergence criterion bond yields,2.96,
European Union (28 countries),2013M01,EMU convergence criterion bond yields,2.94,
European Union (28 countries),2013M02,EMU convergence criterion bond yields,3.03,
European Union (28 countries),2013M03,EMU convergence criterion bond yields,2.91,
European Union (28 countries),2013M04,EMU convergence criterion bond yields,2.68,
European Union (28 countries),2013M05,EMU convergence criterion bond yields,2.59,
European Union (28 countries),2013M06,EMU convergence criterion bond yields,2.96,
European Union (28 countries),2013M07,EMU convergence criterion bond yields,3.02,
European Union (28 countries),2013M08,EMU convergence criterion bond yields,3.11,
European Union (28 countries),2013M09,EMU convergence criterion bond yields,3.24,
European Union (28 countries),2013M10,EMU convergence criterion bond yields,3.04,
European Union (28 countries),2013M11,EMU convergence criterion bond yields,2.96,
European Union (28 countries),2013M12,EMU convergence criterion bond yields,3.02,
European Union (28 countries),2014M01,EMU convergence criterion bond yields,2.93,
European Union (28 countries),2014M02,EMU convergence criterion bond yields,2.78,
European Union (28 countries),2014M03,EMU convergence criterion bond yields,2.65,
European Union (28 countries),2014M04,EMU convergence criterion bond yields,2.53,
European Union (28 countries),2014M05,EMU convergence criterion bond yields,2.38,
European Union (28 countries),2014M06,EMU convergence criterion bond yields,2.26,
European Union (28 countries),2014M07,EMU convergence criterion bond yields,2.14,
European Union (28 countries),2014M08,EMU convergence criterion bond yields,1.99,
European Union (28 countries),2014M09,EMU convergence criterion bond yields,1.88,
European Union (28 countries),2014M10,EMU convergence criterion bond yields,1.77,
European Union (28 countries),2014M11,EMU convergence criterion bond yields,1.68,
European Union (28 countries),2014M12,EMU convergence criterion bond yields,1.5,
European Union (28 countries),2015M01,EMU convergence criterion bond yields,1.26,
European Union (28 countries),2015M02,EMU convergence criterion bond yields,1.22,
European Union (28 countries),2015M03,EMU convergence criterion bond yields,1.15,
European Union (28 countries),2015M04,EMU convergence criterion bond yields,1.15,
European Union (28 countries),2015M05,EMU convergence criterion bond yields,1.53,
European Union (28 countries),2015M06,EMU convergence criterion bond yields,1.83,
European Union (28 countries),2015M07,EMU convergence criterion bond yields,1.6,
European Union (28 countries),2015M08,EMU convergence criterion bond yields,1.59,
European Union (28 countries),2015M09,EMU convergence criterion bond yields,1.59,
European Union (28 countries),2015M10,EMU convergence criterion bond yields,1.43,
European Union (28 countries),2015M11,EMU convergence criterion bond yields,1.44,
European Union (28 countries),2015M12,EMU convergence criterion bond yields,1.47,
European Union (28 countries),2016M01,EMU convergence criterion bond yields,1.42,
European Union (28 countries),2016M02,EMU convergence criterion bond yields,1.28,
European Union (28 countries),2016M03,EMU convergence criterion bond yields,1.19,
European Union (28 countries),2016M04,EMU convergence criterion bond yields,1.19,
European Union (28 countries),2016M05,EMU convergence criterion bond yields,1.18,
European Union (28 countries),2016M06,EMU convergence criterion bond yields,1.08,
