GEO,TIME,INTRT,Value,Flag and Footnotes
Slovenia,1996M02,EMU convergence criterion bond yields, ,
Slovenia,1996M03,EMU convergence criterion bond yields, ,
Slovenia,1996M04,EMU convergence criterion bond yields, ,
Slovenia,1996M05,EMU convergence criterion bond yields, ,
Slovenia,1996M06,EMU convergence criterion bond yields, ,
Slovenia,1996M07,EMU convergence criterion bond yields, ,
Slovenia,1996M08,EMU convergence criterion bond yields, ,
Slovenia,1996M09,EMU convergence criterion bond yields, ,
Slovenia,1996M10,EMU convergence criterion bond yields, ,
Slovenia,1996M11,EMU convergence criterion bond yields, ,
Slovenia,1996M12,EMU convergence criterion bond yields, ,
Slovenia,1997M01,EMU convergence criterion bond yields, ,
Slovenia,1997M02,EMU convergence criterion bond yields, ,
Slovenia,1997M03,EMU convergence criterion bond yields, ,
Slovenia,1997M04,EMU convergence criterion bond yields, ,
Slovenia,1997M05,EMU convergence criterion bond yields, ,
Slovenia,1997M06,EMU convergence criterion bond yields, ,
Slovenia,1997M07,EMU convergence criterion bond yields, ,
Slovenia,1997M08,EMU convergence criterion bond yields, ,
Slovenia,1997M09,EMU convergence criterion bond yields, ,
Slovenia,1997M10,EMU convergence criterion bond yields, ,
Slovenia,1997M11,EMU convergence criterion bond yields, ,
Slovenia,1997M12,EMU convergence criterion bond yields, ,
Slovenia,1998M01,EMU convergence criterion bond yields, ,
Slovenia,1998M02,EMU convergence criterion bond yields, ,
Slovenia,1998M03,EMU convergence criterion bond yields, ,
Slovenia,1998M04,EMU convergence criterion bond yields, ,
Slovenia,1998M05,EMU convergence criterion bond yields, ,
Slovenia,1998M06,EMU convergence criterion bond yields, ,
Slovenia,1998M07,EMU convergence criterion bond yields, ,
Slovenia,1998M08,EMU convergence criterion bond yields, ,
Slovenia,1998M09,EMU convergence criterion bond yields, ,
Slovenia,1998M10,EMU convergence criterion bond yields, ,
Slovenia,1998M11,EMU convergence criterion bond yields, ,
Slovenia,1998M12,EMU convergence criterion bond yields, ,
Slovenia,1999M01,EMU convergence criterion bond yields, ,
Slovenia,1999M02,EMU convergence criterion bond yields, ,
Slovenia,1999M03,EMU convergence criterion bond yields, ,
Slovenia,1999M04,EMU convergence criterion bond yields, ,
Slovenia,1999M05,EMU convergence criterion bond yields, ,
Slovenia,1999M06,EMU convergence criterion bond yields, ,
Slovenia,1999M07,EMU convergence criterion bond yields, ,
Slovenia,1999M08,EMU convergence criterion bond yields, ,
Slovenia,1999M09,EMU convergence criterion bond yields, ,
Slovenia,1999M10,EMU convergence criterion bond yields, ,
Slovenia,1999M11,EMU convergence criterion bond yields, ,
Slovenia,1999M12,EMU convergence criterion bond yields, ,
Slovenia,2000M01,EMU convergence criterion bond yields, ,
Slovenia,2000M02,EMU convergence criterion bond yields, ,
Slovenia,2000M03,EMU convergence criterion bond yields, ,
Slovenia,2000M04,EMU convergence criterion bond yields, ,
Slovenia,2000M05,EMU convergence criterion bond yields, ,
Slovenia,2000M06,EMU convergence criterion bond yields, ,
Slovenia,2000M07,EMU convergence criterion bond yields, ,
Slovenia,2000M08,EMU convergence criterion bond yields, ,
Slovenia,2000M09,EMU convergence criterion bond yields, ,
Slovenia,2000M10,EMU convergence criterion bond yields, ,
Slovenia,2000M11,EMU convergence criterion bond yields, ,
Slovenia,2000M12,EMU convergence criterion bond yields, ,
Slovenia,2001M01,EMU convergence criterion bond yields, ,
Slovenia,2001M02,EMU convergence criterion bond yields, ,
Slovenia,2001M03,EMU convergence criterion bond yields, ,
Slovenia,2001M04,EMU convergence criterion bond yields, ,
Slovenia,2001M05,EMU convergence criterion bond yields, ,
Slovenia,2001M06,EMU convergence criterion bond yields, ,
Slovenia,2001M07,EMU convergence criterion bond yields, ,
Slovenia,2001M08,EMU convergence criterion bond yields, ,
Slovenia,2001M09,EMU convergence criterion bond yields, ,
Slovenia,2001M10,EMU convergence criterion bond yields, ,
Slovenia,2001M11,EMU convergence criterion bond yields, ,
Slovenia,2001M12,EMU convergence criterion bond yields, ,
Slovenia,2002M01,EMU convergence criterion bond yields, ,
Slovenia,2002M02,EMU convergence criterion bond yields, ,
Slovenia,2002M03,EMU convergence criterion bond yields,9.62,
Slovenia,2002M04,EMU convergence criterion bond yields,9.52,
Slovenia,2002M05,EMU convergence criterion bond yields,9.22,
Slovenia,2002M06,EMU convergence criterion bond yields,9.19,
Slovenia,2002M07,EMU convergence criterion bond yields,9.08,
Slovenia,2002M08,EMU convergence criterion bond yields,8.94,
Slovenia,2002M09,EMU convergence criterion bond yields,8.91,
Slovenia,2002M10,EMU convergence criterion bond yields,8.9,
Slovenia,2002M11,EMU convergence criterion bond yields,7.1,
Slovenia,2002M12,EMU convergence criterion bond yields,6.65,
Slovenia,2003M01,EMU convergence criterion bond yields,6.65,
Slovenia,2003M02,EMU convergence criterion bond yields,6.65,
Slovenia,2003M03,EMU convergence criterion bond yields,6.65,
Slovenia,2003M04,EMU convergence criterion bond yields,6.65,
Slovenia,2003M05,EMU convergence criterion bond yields,6.65,
Slovenia,2003M06,EMU convergence criterion bond yields,6.65,
Slovenia,2003M07,EMU convergence criterion bond yields,6.65,
Slovenia,2003M08,EMU convergence criterion bond yields,6.65,
Slovenia,2003M09,EMU convergence criterion bond yields,6.65,
Slovenia,2003M10,EMU convergence criterion bond yields,6.16,
Slovenia,2003M11,EMU convergence criterion bond yields,5.54,
Slovenia,2003M12,EMU convergence criterion bond yields,5.27,
Slovenia,2004M01,EMU convergence criterion bond yields,5.14,
Slovenia,2004M02,EMU convergence criterion bond yields,5.01,
Slovenia,2004M03,EMU convergence criterion bond yields,4.99,
Slovenia,2004M04,EMU convergence criterion bond yields,4.83,
Slovenia,2004M05,EMU convergence criterion bond yields,4.77,
Slovenia,2004M06,EMU convergence criterion bond yields,4.69,
Slovenia,2004M07,EMU convergence criterion bond yields,4.64,
Slovenia,2004M08,EMU convergence criterion bond yields,4.66,
Slovenia,2004M09,EMU convergence criterion bond yields,4.63,
Slovenia,2004M10,EMU convergence criterion bond yields,4.47,
Slovenia,2004M11,EMU convergence criterion bond yields,4.3,
Slovenia,2004M12,EMU convergence criterion bond yields,4.07,
Slovenia,2005M01,EMU convergence criterion bond yields,3.87,
Slovenia,2005M02,EMU convergence criterion bond yields,3.92,
Slovenia,2005M03,EMU convergence criterion bond yields,3.88,
Slovenia,2005M04,EMU convergence criterion bond yields,3.95,
Slovenia,2005M05,EMU convergence criterion bond yields,3.92,
Slovenia,2005M06,EMU convergence criterion bond yields,3.9,
Slovenia,2005M07,EMU convergence criterion bond yields,3.78,
Slovenia,2005M08,EMU convergence criterion bond yields,3.79,
Slovenia,2005M09,EMU convergence criterion bond yields,3.74,
Slovenia,2005M10,EMU convergence criterion bond yields,3.62,
Slovenia,2005M11,EMU convergence criterion bond yields,3.62,
Slovenia,2005M12,EMU convergence criterion bond yields,3.69,
Slovenia,2006M01,EMU convergence criterion bond yields,3.73,
Slovenia,2006M02,EMU convergence criterion bond yields,3.72,
Slovenia,2006M03,EMU convergence criterion bond yields,3.8,
Slovenia,2006M04,EMU convergence criterion bond yields,3.73,
Slovenia,2006M05,EMU convergence criterion bond yields,3.73,
Slovenia,2006M06,EMU convergence criterion bond yields,3.86,
Slovenia,2006M07,EMU convergence criterion bond yields,3.86,
Slovenia,2006M08,EMU convergence criterion bond yields,3.92,
Slovenia,2006M09,EMU convergence criterion bond yields,3.98,
Slovenia,2006M10,EMU convergence criterion bond yields,4.02,
Slovenia,2006M11,EMU convergence criterion bond yields,3.99,
Slovenia,2006M12,EMU convergence criterion bond yields,3.9,
Slovenia,2007M01,EMU convergence criterion bond yields,4.23,
Slovenia,2007M02,EMU convergence criterion bond yields,4.34,
Slovenia,2007M03,EMU convergence criterion bond yields,4.34,
Slovenia,2007M04,EMU convergence criterion bond yields,4.41,
Slovenia,2007M05,EMU convergence criterion bond yields,4.49,
Slovenia,2007M06,EMU convergence criterion bond yields,4.79,
Slovenia,2007M07,EMU convergence criterion bond yields,4.72,
Slovenia,2007M08,EMU convergence criterion bond yields,4.82,
Slovenia,2007M09,EMU convergence criterion bond yields,4.69,
Slovenia,2007M10,EMU convergence criterion bond yields,4.59,
Slovenia,2007M11,EMU convergence criterion bond yields,4.4,
Slovenia,2007M12,EMU convergence criterion bond yields,4.55,
Slovenia,2008M01,EMU convergence criterion bond yields,4.39,
Slovenia,2008M02,EMU convergence criterion bond yields,4.32,
Slovenia,2008M03,EMU convergence criterion bond yields,4.33,
Slovenia,2008M04,EMU convergence criterion bond yields,4.47,
Slovenia,2008M05,EMU convergence criterion bond yields,4.61,
Slovenia,2008M06,EMU convergence criterion bond yields,4.95,
Slovenia,2008M07,EMU convergence criterion bond yields,5.02,
Slovenia,2008M08,EMU convergence criterion bond yields,4.68,
Slovenia,2008M09,EMU convergence criterion bond yields,4.68,
Slovenia,2008M10,EMU convergence criterion bond yields,4.66,
Slovenia,2008M11,EMU convergence criterion bond yields,4.61,
Slovenia,2008M12,EMU convergence criterion bond yields,4.56,
Slovenia,2009M01,EMU convergence criterion bond yields,4.7,
Slovenia,2009M02,EMU convergence criterion bond yields,4.87,
Slovenia,2009M03,EMU convergence criterion bond yields,4.71,
Slovenia,2009M04,EMU convergence criterion bond yields,4.77,
Slovenia,2009M05,EMU convergence criterion bond yields,4.76,
Slovenia,2009M06,EMU convergence criterion bond yields,4.69,
Slovenia,2009M07,EMU convergence criterion bond yields,4.33,
Slovenia,2009M08,EMU convergence criterion bond yields,4.07,
Slovenia,2009M09,EMU convergence criterion bond yields,3.96,
Slovenia,2009M10,EMU convergence criterion bond yields,3.86,
Slovenia,2009M11,EMU convergence criterion bond yields,3.87,
Slovenia,2009M12,EMU convergence criterion bond yields,3.91,
Slovenia,2010M01,EMU convergence criterion bond yields,4,
Slovenia,2010M02,EMU convergence criterion bond yields,3.84,
Slovenia,2010M03,EMU convergence criterion bond yields,3.94,
Slovenia,2010M04,EMU convergence criterion bond yields,3.94,
Slovenia,2010M05,EMU convergence criterion bond yields,3.82,
Slovenia,2010M06,EMU convergence criterion bond yields,3.83,
Slovenia,2010M07,EMU convergence criterion bond yields,3.87,
Slovenia,2010M08,EMU convergence criterion bond yields,3.67,
Slovenia,2010M09,EMU convergence criterion bond yields,3.64,
Slovenia,2010M10,EMU convergence criterion bond yields,3.56,
Slovenia,2010M11,EMU convergence criterion bond yields,3.77,
Slovenia,2010M12,EMU convergence criterion bond yields,4.11,
Slovenia,2011M01,EMU convergence criterion bond yields,4.29,
Slovenia,2011M02,EMU convergence criterion bond yields,4.26,
Slovenia,2011M03,EMU convergence criterion bond yields,4.3,
Slovenia,2011M04,EMU convergence criterion bond yields,4.53,
Slovenia,2011M05,EMU convergence criterion bond yields,4.43,
Slovenia,2011M06,EMU convergence criterion bond yields,4.58,
Slovenia,2011M07,EMU convergence criterion bond yields,4.89,
Slovenia,2011M08,EMU convergence criterion bond yields,4.99,
Slovenia,2011M09,EMU convergence criterion bond yields,4.86,
Slovenia,2011M10,EMU convergence criterion bond yields,5.16,
Slovenia,2011M11,EMU convergence criterion bond yields,6.46,
Slovenia,2011M12,EMU convergence criterion bond yields,6.9,
Slovenia,2012M01,EMU convergence criterion bond yields,6.74,
Slovenia,2012M02,EMU convergence criterion bond yields,5.73,
Slovenia,2012M03,EMU convergence criterion bond yields,5.08,
Slovenia,2012M04,EMU convergence criterion bond yields,5.27,
Slovenia,2012M05,EMU convergence criterion bond yields,5.28,
Slovenia,2012M06,EMU convergence criterion bond yields,5.63,
Slovenia,2012M07,EMU convergence criterion bond yields,6.34,
Slovenia,2012M08,EMU convergence criterion bond yields,6.81,
Slovenia,2012M09,EMU convergence criterion bond yields,6.32,
Slovenia,2012M10,EMU convergence criterion bond yields,5.74,
Slovenia,2012M11,EMU convergence criterion bond yields,5.43,
Slovenia,2012M12,EMU convergence criterion bond yields,5.33,
Slovenia,2013M01,EMU convergence criterion bond yields,4.81,
Slovenia,2013M02,EMU convergence criterion bond yields,4.88,
Slovenia,2013M03,EMU convergence criterion bond yields,5.09,
Slovenia,2013M04,EMU convergence criterion bond yields,5.93,
Slovenia,2013M05,EMU convergence criterion bond yields,5.35,
Slovenia,2013M06,EMU convergence criterion bond yields,6.38,
Slovenia,2013M07,EMU convergence criterion bond yields,6.58,
Slovenia,2013M08,EMU convergence criterion bond yields,6.51,
Slovenia,2013M09,EMU convergence criterion bond yields,6.56,
Slovenia,2013M10,EMU convergence criterion bond yields,6.47,
Slovenia,2013M11,EMU convergence criterion bond yields,5.91,
Slovenia,2013M12,EMU convergence criterion bond yields,5.27,
Slovenia,2014M01,EMU convergence criterion bond yields,4.73,
Slovenia,2014M02,EMU convergence criterion bond yields,4.43,
Slovenia,2014M03,EMU convergence criterion bond yields,3.85,
Slovenia,2014M04,EMU convergence criterion bond yields,3.52,
Slovenia,2014M05,EMU convergence criterion bond yields,3.39,
Slovenia,2014M06,EMU convergence criterion bond yields,3.13,
Slovenia,2014M07,EMU convergence criterion bond yields,3.16,
Slovenia,2014M08,EMU convergence criterion bond yields,3.09,
Slovenia,2014M09,EMU convergence criterion bond yields,2.66,
Slovenia,2014M10,EMU convergence criterion bond yields,2.63,
Slovenia,2014M11,EMU convergence criterion bond yields,2.54,
Slovenia,2014M12,EMU convergence criterion bond yields,2.11,
Slovenia,2015M01,EMU convergence criterion bond yields,1.75,
Slovenia,2015M02,EMU convergence criterion bond yields,1.32,
Slovenia,2015M03,EMU convergence criterion bond yields,0.99,
Slovenia,2015M04,EMU convergence criterion bond yields,1.06,
Slovenia,2015M05,EMU convergence criterion bond yields,1.59,
Slovenia,2015M06,EMU convergence criterion bond yields,2.13,
Slovenia,2015M07,EMU convergence criterion bond yields,2.43,
Slovenia,2015M08,EMU convergence criterion bond yields,2.07,
Slovenia,2015M09,EMU convergence criterion bond yields,2.05,
Slovenia,2015M10,EMU convergence criterion bond yields,1.8,
Slovenia,2015M11,EMU convergence criterion bond yields,1.66,
Slovenia,2015M12,EMU convergence criterion bond yields,1.61,
Slovenia,2016M01,EMU convergence criterion bond yields,1.61,
Slovenia,2016M02,EMU convergence criterion bond yields,1.59,
Slovenia,2016M03,EMU convergence criterion bond yields,1.48,
Slovenia,2016M04,EMU convergence criterion bond yields,1.37,
Slovenia,2016M05,EMU convergence criterion bond yields,1.41,
Slovenia,2016M06,EMU convergence criterion bond yields,1.36,
Slovenia,2016M07,EMU convergence criterion bond yields,0.95,
Slovenia,2016M08,EMU convergence criterion bond yields,0.8,
Slovenia,2016M09,EMU convergence criterion bond yields,0.75,
Slovenia,2016M10,EMU convergence criterion bond yields,0.62,
Slovenia,2016M11,EMU convergence criterion bond yields,0.89,
Slovakia,1980M01,EMU convergence criterion bond yields, ,
Slovakia,1980M02,EMU convergence criterion bond yields, ,
Slovakia,1980M03,EMU convergence criterion bond yields, ,
Slovakia,1980M04,EMU convergence criterion bond yields, ,
Slovakia,1980M05,EMU convergence criterion bond yields, ,
Slovakia,1980M06,EMU convergence criterion bond yields, ,
Slovakia,1980M07,EMU convergence criterion bond yields, ,
Slovakia,1980M08,EMU convergence criterion bond yields, ,
Slovakia,1980M09,EMU convergence criterion bond yields, ,
Slovakia,1980M10,EMU convergence criterion bond yields, ,
Slovakia,1980M11,EMU convergence criterion bond yields, ,
Slovakia,1980M12,EMU convergence criterion bond yields, ,
Slovakia,1981M01,EMU convergence criterion bond yields, ,
Slovakia,1981M02,EMU convergence criterion bond yields, ,
Slovakia,1981M03,EMU convergence criterion bond yields, ,
Slovakia,1981M04,EMU convergence criterion bond yields, ,
Slovakia,1981M05,EMU convergence criterion bond yields, ,
Slovakia,1981M06,EMU convergence criterion bond yields, ,
Slovakia,1981M07,EMU convergence criterion bond yields, ,
Slovakia,1981M08,EMU convergence criterion bond yields, ,
Slovakia,1981M09,EMU convergence criterion bond yields, ,
Slovakia,1981M10,EMU convergence criterion bond yields, ,
Slovakia,1981M11,EMU convergence criterion bond yields, ,
Slovakia,1981M12,EMU convergence criterion bond yields, ,
Slovakia,1982M01,EMU convergence criterion bond yields, ,
Slovakia,1982M02,EMU convergence criterion bond yields, ,
Slovakia,1982M03,EMU convergence criterion bond yields, ,
Slovakia,1982M04,EMU convergence criterion bond yields, ,
Slovakia,1982M05,EMU convergence criterion bond yields, ,
Slovakia,1982M06,EMU convergence criterion bond yields, ,
Slovakia,1982M07,EMU convergence criterion bond yields, ,
Slovakia,1982M08,EMU convergence criterion bond yields, ,
Slovakia,1982M09,EMU convergence criterion bond yields, ,
Slovakia,1982M10,EMU convergence criterion bond yields, ,
Slovakia,1982M11,EMU convergence criterion bond yields, ,
Slovakia,1982M12,EMU convergence criterion bond yields, ,
Slovakia,1983M01,EMU convergence criterion bond yields, ,
Slovakia,1983M02,EMU convergence criterion bond yields, ,
Slovakia,1983M03,EMU convergence criterion bond yields, ,
Slovakia,1983M04,EMU convergence criterion bond yields, ,
Slovakia,1983M05,EMU convergence criterion bond yields, ,
Slovakia,1983M06,EMU convergence criterion bond yields, ,
Slovakia,1983M07,EMU convergence criterion bond yields, ,
Slovakia,1983M08,EMU convergence criterion bond yields, ,
Slovakia,1983M09,EMU convergence criterion bond yields, ,
Slovakia,1983M10,EMU convergence criterion bond yields, ,
Slovakia,1983M11,EMU convergence criterion bond yields, ,
Slovakia,1983M12,EMU convergence criterion bond yields, ,
Slovakia,1984M01,EMU convergence criterion bond yields, ,
Slovakia,1984M02,EMU convergence criterion bond yields, ,
Slovakia,1984M03,EMU convergence criterion bond yields, ,
Slovakia,1984M04,EMU convergence criterion bond yields, ,
Slovakia,1984M05,EMU convergence criterion bond yields, ,
Slovakia,1984M06,EMU convergence criterion bond yields, ,
Slovakia,1984M07,EMU convergence criterion bond yields, ,
Slovakia,1984M08,EMU convergence criterion bond yields, ,
Slovakia,1984M09,EMU convergence criterion bond yields, ,
Slovakia,1984M10,EMU convergence criterion bond yields, ,
Slovakia,1984M11,EMU convergence criterion bond yields, ,
Slovakia,1984M12,EMU convergence criterion bond yields, ,
Slovakia,1985M01,EMU convergence criterion bond yields, ,
Slovakia,1985M02,EMU convergence criterion bond yields, ,
Slovakia,1985M03,EMU convergence criterion bond yields, ,
Slovakia,1985M04,EMU convergence criterion bond yields, ,
Slovakia,1985M05,EMU convergence criterion bond yields, ,
Slovakia,1985M06,EMU convergence criterion bond yields, ,
Slovakia,1985M07,EMU convergence criterion bond yields, ,
Slovakia,1985M08,EMU convergence criterion bond yields, ,
Slovakia,1985M09,EMU convergence criterion bond yields, ,
Slovakia,1985M10,EMU convergence criterion bond yields, ,
Slovakia,1985M11,EMU convergence criterion bond yields, ,
Slovakia,1985M12,EMU convergence criterion bond yields, ,
Slovakia,1986M01,EMU convergence criterion bond yields, ,
Slovakia,1986M02,EMU convergence criterion bond yields, ,
Slovakia,1986M03,EMU convergence criterion bond yields, ,
Slovakia,1986M04,EMU convergence criterion bond yields, ,
Slovakia,1986M05,EMU convergence criterion bond yields, ,
Slovakia,1986M06,EMU convergence criterion bond yields, ,
Slovakia,1986M07,EMU convergence criterion bond yields, ,
Slovakia,1986M08,EMU convergence criterion bond yields, ,
Slovakia,1986M09,EMU convergence criterion bond yields, ,
Slovakia,1986M10,EMU convergence criterion bond yields, ,
Slovakia,1986M11,EMU convergence criterion bond yields, ,
Slovakia,1986M12,EMU convergence criterion bond yields, ,
Slovakia,1987M01,EMU convergence criterion bond yields, ,
Slovakia,1987M02,EMU convergence criterion bond yields, ,
Slovakia,1987M03,EMU convergence criterion bond yields, ,
Slovakia,1987M04,EMU convergence criterion bond yields, ,
Slovakia,1987M05,EMU convergence criterion bond yields, ,
Slovakia,1987M06,EMU convergence criterion bond yields, ,
Slovakia,1987M07,EMU convergence criterion bond yields, ,
Slovakia,1987M08,EMU convergence criterion bond yields, ,
Slovakia,1987M09,EMU convergence criterion bond yields, ,
Slovakia,1987M10,EMU convergence criterion bond yields, ,
Slovakia,1987M11,EMU convergence criterion bond yields, ,
Slovakia,1987M12,EMU convergence criterion bond yields, ,
Slovakia,1988M01,EMU convergence criterion bond yields, ,
Slovakia,1988M02,EMU convergence criterion bond yields, ,
Slovakia,1988M03,EMU convergence criterion bond yields, ,
Slovakia,1988M04,EMU convergence criterion bond yields, ,
Slovakia,1988M05,EMU convergence criterion bond yields, ,
Slovakia,1988M06,EMU convergence criterion bond yields, ,
Slovakia,1988M07,EMU convergence criterion bond yields, ,
Slovakia,1988M08,EMU convergence criterion bond yields, ,
Slovakia,1988M09,EMU convergence criterion bond yields, ,
Slovakia,1988M10,EMU convergence criterion bond yields, ,
Slovakia,1988M11,EMU convergence criterion bond yields, ,
Slovakia,1988M12,EMU convergence criterion bond yields, ,
Slovakia,1989M01,EMU convergence criterion bond yields, ,
Slovakia,1989M02,EMU convergence criterion bond yields, ,
Slovakia,1989M03,EMU convergence criterion bond yields, ,
Slovakia,1989M04,EMU convergence criterion bond yields, ,
Slovakia,1989M05,EMU convergence criterion bond yields, ,
Slovakia,1989M06,EMU convergence criterion bond yields, ,
Slovakia,1989M07,EMU convergence criterion bond yields, ,
Slovakia,1989M08,EMU convergence criterion bond yields, ,
Slovakia,1989M09,EMU convergence criterion bond yields, ,
Slovakia,1989M10,EMU convergence criterion bond yields, ,
Slovakia,1989M11,EMU convergence criterion bond yields, ,
Slovakia,1989M12,EMU convergence criterion bond yields, ,
Slovakia,1990M01,EMU convergence criterion bond yields, ,
Slovakia,1990M02,EMU convergence criterion bond yields, ,
Slovakia,1990M03,EMU convergence criterion bond yields, ,
Slovakia,1990M04,EMU convergence criterion bond yields, ,
Slovakia,1990M05,EMU convergence criterion bond yields, ,
Slovakia,1990M06,EMU convergence criterion bond yields, ,
Slovakia,1990M07,EMU convergence criterion bond yields, ,
Slovakia,1990M08,EMU convergence criterion bond yields, ,
Slovakia,1990M09,EMU convergence criterion bond yields, ,
Slovakia,1990M10,EMU convergence criterion bond yields, ,
Slovakia,1990M11,EMU convergence criterion bond yields, ,
Slovakia,1990M12,EMU convergence criterion bond yields, ,
Slovakia,1991M01,EMU convergence criterion bond yields, ,
Slovakia,1991M02,EMU convergence criterion bond yields, ,
Slovakia,1991M03,EMU convergence criterion bond yields, ,
Slovakia,1991M04,EMU convergence criterion bond yields, ,
Slovakia,1991M05,EMU convergence criterion bond yields, ,
Slovakia,1991M06,EMU convergence criterion bond yields, ,
Slovakia,1991M07,EMU convergence criterion bond yields, ,
Slovakia,1991M08,EMU convergence criterion bond yields, ,
Slovakia,1991M09,EMU convergence criterion bond yields, ,
Slovakia,1991M10,EMU convergence criterion bond yields, ,
Slovakia,1991M11,EMU convergence criterion bond yields, ,
Slovakia,1991M12,EMU convergence criterion bond yields, ,
Slovakia,1992M01,EMU convergence criterion bond yields, ,
Slovakia,1992M02,EMU convergence criterion bond yields, ,
Slovakia,1992M03,EMU convergence criterion bond yields, ,
Slovakia,1992M04,EMU convergence criterion bond yields, ,
Slovakia,1992M05,EMU convergence criterion bond yields, ,
Slovakia,1992M06,EMU convergence criterion bond yields, ,
Slovakia,1992M07,EMU convergence criterion bond yields, ,
Slovakia,1992M08,EMU convergence criterion bond yields, ,
Slovakia,1992M09,EMU convergence criterion bond yields, ,
Slovakia,1992M10,EMU convergence criterion bond yields, ,
Slovakia,1992M11,EMU convergence criterion bond yields, ,
Slovakia,1992M12,EMU convergence criterion bond yields, ,
Slovakia,1993M01,EMU convergence criterion bond yields, ,
Slovakia,1993M02,EMU convergence criterion bond yields, ,
Slovakia,1993M03,EMU convergence criterion bond yields, ,
Slovakia,1993M04,EMU convergence criterion bond yields, ,
Slovakia,1993M05,EMU convergence criterion bond yields, ,
Slovakia,1993M06,EMU convergence criterion bond yields, ,
Slovakia,1993M07,EMU convergence criterion bond yields, ,
Slovakia,1993M08,EMU convergence criterion bond yields, ,
Slovakia,1993M09,EMU convergence criterion bond yields, ,
Slovakia,1993M10,EMU convergence criterion bond yields, ,
Slovakia,1993M11,EMU convergence criterion bond yields, ,
Slovakia,1993M12,EMU convergence criterion bond yields, ,
Slovakia,1994M01,EMU convergence criterion bond yields, ,
Slovakia,1994M02,EMU convergence criterion bond yields, ,
Slovakia,1994M03,EMU convergence criterion bond yields, ,
Slovakia,1994M04,EMU convergence criterion bond yields, ,
Slovakia,1994M05,EMU convergence criterion bond yields, ,
Slovakia,1994M06,EMU convergence criterion bond yields, ,
Slovakia,1994M07,EMU convergence criterion bond yields, ,
Slovakia,1994M08,EMU convergence criterion bond yields, ,
Slovakia,1994M09,EMU convergence criterion bond yields, ,
Slovakia,1994M10,EMU convergence criterion bond yields, ,
Slovakia,1994M11,EMU convergence criterion bond yields, ,
Slovakia,1994M12,EMU convergence criterion bond yields, ,
Slovakia,1995M01,EMU convergence criterion bond yields, ,
Slovakia,1995M02,EMU convergence criterion bond yields, ,
Slovakia,1995M03,EMU convergence criterion bond yields, ,
Slovakia,1995M04,EMU convergence criterion bond yields, ,
Slovakia,1995M05,EMU convergence criterion bond yields, ,
Slovakia,1995M06,EMU convergence criterion bond yields, ,
Slovakia,1995M07,EMU convergence criterion bond yields, ,
Slovakia,1995M08,EMU convergence criterion bond yields, ,
Slovakia,1995M09,EMU convergence criterion bond yields, ,
Slovakia,1995M10,EMU convergence criterion bond yields, ,
Slovakia,1995M11,EMU convergence criterion bond yields, ,
Slovakia,1995M12,EMU convergence criterion bond yields, ,
Slovakia,1996M01,EMU convergence criterion bond yields, ,
Slovakia,1996M02,EMU convergence criterion bond yields, ,
Slovakia,1996M03,EMU convergence criterion bond yields, ,
Slovakia,1996M04,EMU convergence criterion bond yields, ,
Slovakia,1996M05,EMU convergence criterion bond yields, ,
Slovakia,1996M06,EMU convergence criterion bond yields, ,
Slovakia,1996M07,EMU convergence criterion bond yields, ,
Slovakia,1996M08,EMU convergence criterion bond yields, ,
Slovakia,1996M09,EMU convergence criterion bond yields, ,
Slovakia,1996M10,EMU convergence criterion bond yields, ,
Slovakia,1996M11,EMU convergence criterion bond yields, ,
Slovakia,1996M12,EMU convergence criterion bond yields, ,
Slovakia,1997M01,EMU convergence criterion bond yields, ,
Slovakia,1997M02,EMU convergence criterion bond yields, ,
Slovakia,1997M03,EMU convergence criterion bond yields, ,
Slovakia,1997M04,EMU convergence criterion bond yields, ,
Slovakia,1997M05,EMU convergence criterion bond yields, ,
Slovakia,1997M06,EMU convergence criterion bond yields, ,
Slovakia,1997M07,EMU convergence criterion bond yields, ,
Slovakia,1997M08,EMU convergence criterion bond yields, ,
Slovakia,1997M09,EMU convergence criterion bond yields, ,
Slovakia,1997M10,EMU convergence criterion bond yields, ,
Slovakia,1997M11,EMU convergence criterion bond yields, ,
Slovakia,1997M12,EMU convergence criterion bond yields, ,
Slovakia,1998M01,EMU convergence criterion bond yields, ,
Slovakia,1998M02,EMU convergence criterion bond yields, ,
Slovakia,1998M03,EMU convergence criterion bond yields, ,
Slovakia,1998M04,EMU convergence criterion bond yields, ,
Slovakia,1998M05,EMU convergence criterion bond yields, ,
Slovakia,1998M06,EMU convergence criterion bond yields, ,
Slovakia,1998M07,EMU convergence criterion bond yields, ,
Slovakia,1998M08,EMU convergence criterion bond yields, ,
Slovakia,1998M09,EMU convergence criterion bond yields, ,
Slovakia,1998M10,EMU convergence criterion bond yields, ,
Slovakia,1998M11,EMU convergence criterion bond yields, ,
Slovakia,1998M12,EMU convergence criterion bond yields, ,
Slovakia,1999M01,EMU convergence criterion bond yields, ,
Slovakia,1999M02,EMU convergence criterion bond yields, ,
Slovakia,1999M03,EMU convergence criterion bond yields, ,
Slovakia,1999M04,EMU convergence criterion bond yields, ,
Slovakia,1999M05,EMU convergence criterion bond yields, ,
Slovakia,1999M06,EMU convergence criterion bond yields, ,
Slovakia,1999M07,EMU convergence criterion bond yields, ,
Slovakia,1999M08,EMU convergence criterion bond yields, ,
